Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
261170,Kerinci,15528,Confirmed Eruption,,2,,,2001,,5,,12,,Historical Observations,,2002,,8,?,27,,-1.697,101.264
344020,San Cristobal,10888,Confirmed Eruption,,1,,,2001,,5,?,11,,Historical Observations,,2001,,12,?,9,,12.702,-87.004
234011,McDonald Islands,14397,Confirmed Eruption,,1,?,,2001,,5,,3,150,Historical Observations,,,,,,,,-53.03,72.6
284141,Ahyi,18474,Confirmed Eruption,"20.34°N, 145.02°E",0,,,2001,,4,,24,,Hydrophonic,,2001,,4,,25,,20.42,145.03
344100,Masaya,11037,Confirmed Eruption,Santiago,1,,,2001,,4,,23,,Historical Observations,,2001,,4,?,25,,11.984,-86.161
261140,Marapi,15478,Confirmed Eruption,Verbeek Crater,2,,,2001,,4,,13,,Historical Observations,,2001,,6,,5,,-0.381,100.473
233020,"Fournaise, Piton de la",14380,Confirmed Eruption,South flank (below Dolomieu at ~2500 m),1,,,2001,,3,,27,,Historical Observations,,2001,,4,,4,,-21.244,55.708
241040,White Island,14495,Confirmed Eruption,MH vent,2,,,2001,,2,,19,,Historical Observations,,2001,,2,?,19,,-37.52,177.18
223020,Nyamuragira,14081,Confirmed Eruption,North and SSE  flanks,2,?,,2001,,2,,6,,Historical Observations,,2001,,4,,5,4,-1.408,29.2
311240,Cleveland,19816,Confirmed Eruption,,3,?,,2001,,2,<,2,,Historical Observations,,2001,,4,?,15,,52.825,-169.944
344040,Telica,10935,Confirmed Eruption,,1,,,2001,,1,,17,,Historical Observations,,2001,,12,?,19,,12.606,-86.84
252120,Ulawun,15064,Confirmed Eruption,Summit and NNE flank,3,,,2001,,1,?,16,,Historical Observations,,2001,,5,,3,,-5.05,151.33
264090,Inielika,16258,Confirmed Eruption,Summit crater complex,2,,,2001,,1,,11,,Historical Observations,,2001,,3,?,16,15,-8.73,120.98
284040,Miyakejima,18274,Confirmed Eruption,,2,,,2001,,1,,11,,Historical Observations,,2002,,11,,24,,34.094,139.526
273030,Mayon,16810,Confirmed Eruption,,3,,,2001,,1,,8,,Historical Observations,,2001,,8,,8,,13.257,123.685
261030,Peuet Sague,15395,Confirmed Eruption,,2,,,2000,,12,,25,,Historical Observations,,2000,,12,>,26,,4.914,96.329
282030,Suwanosejima,16946,Confirmed Eruption,O-take (Upper NE flank),3,?,,2000,,12,,19,,Historical Observations,,2004,,7,?,5,,29.638,129.714
263310,Tengger Caldera,16062,Confirmed Eruption,Bromo,2,,,2000,,11,,29,,Historical Observations,,2001,,1,>,15,,-7.942,112.95
256010,Tinakula,15206,Confirmed Eruption,,1,?,,2000,,11,?,2,,Historical Observations,,2001,,4,?,16,,-10.38,165.8
282060,Kikai,17000,Confirmed Eruption,Iwo-dake,1,,,2000,,10,,16,15,Historical Observations,,2001,,12,,16,15,30.789,130.308
252120,Ulawun,15063,Confirmed Eruption,,4,,,2000,,9,,28,,Historical Observations,,2000,,11,,1,,-5.05,151.33
285020,Hokkaido-Komagatake,18582,Confirmed Eruption,,1,,,2000,,9,,4,,Historical Observations,,2000,,11,,8,,42.063,140.677
261220,Kaba,15548,Confirmed Eruption,,1,,,2000,,8,?,22,,Historical Observations,,2000,,8,?,27,,-3.522,102.615
342110,Pacaya,10763,Confirmed Eruption,MacKenney Crater,1,,,2000,,8,,16,15,Historical Observations,,2001,,7,?,5,,14.382,-90.601
390090,Saunders,13204,Confirmed Eruption,,0,,,2000,,8,?,16,15,Historical Observations,,2001,,1,?,16,15,-57.8,-26.483
300260,Klyuchevskoy,19478,Confirmed Eruption,,2,,,2000,,7,,28,,Historical Observations,,2000,,9,,22,,56.056,160.642
355100,Lascar,11873,Confirmed Eruption,,2,,,2000,,7,,20,,Historical Observations,,2001,,1,?,18,,-23.37,-67.73
300250,Bezymianny,19377,Confirmed Eruption,,2,,,2000,,7,,18,,Historical Observations,,2000,,11,>,4,,55.972,160.595
273030,Mayon,16809,Confirmed Eruption,,2,,,2000,,7,,16,,Historical Observations,,2000,,8,,31,,13.257,123.685
263340,Raung,16161,Confirmed Eruption,,2,?,,2000,,7,,9,,Historical Observations,,2000,,7,,9,,-8.119,114.056
357090,Copahue,12011,Confirmed Eruption,Agrio Crater,2,,,2000,,7,,1,,Historical Observations,,2000,,10,,18,,-37.856,-71.183
300060,Mutnovsky,18973,Confirmed Eruption,,1,?,,2000,,6,,30,,Hydrophonic,,2000,,6,,30,,52.449,158.196
284040,Miyakejima,18273,Confirmed Eruption,Summit and submarine western flank,3,,,2000,,6,,27,,Historical Observations,,2000,,9,,28,,34.094,139.526
233020,"Fournaise, Piton de la",14379,Confirmed Eruption,"SE flank (2100-1800 m), E flank (2260-2000 m)",1,,,2000,,6,,23,,Historical Observations,,2000,,11,,13,,-21.244,55.708
251020,Manam,14928,Confirmed Eruption,South Crater,2,,,2000,,6,,3,,Historical Observations,,2000,,6,,4,,-4.08,145.037
262000,Krakatau,15624,Confirmed Eruption,Anak Krakatau,1,,,2000,,5,,29,,Historical Observations,,2000,,10,?,30,,-6.102,105.423
224010,Cameroon,14135,Confirmed Eruption,"Upper SW flank (4000, 3470-3220, 2750 m)",2,?,,2000,,5,,28,,Historical Observations,,2000,,9,,15,5,4.203,9.17
266030,Soputan,16435,Confirmed Eruption,,2,,,2000,,5,,13,,Historical Observations,,2003,,9,?,4,,1.112,124.737
266100,Lokon-Empung,16460,Confirmed Eruption,Tompaluan,2,,,2000,,5,,10,3,Historical Observations,,2001,,8,,18,,1.358,124.792
354006,Sabancaya,11751,Confirmed Eruption,,2,,,2000,,4,?,16,15,Historical Observations,,2000,,10,>,29,,-15.787,-71.857
285030,Toya,18602,Confirmed Eruption,Usu N flank (Kompira-yama & W Nishi-yama),2,,,2000,,3,,31,,Historical Observations,,2001,,9,,15,5,42.544,140.839
351080,Galeras,11375,Confirmed Eruption,,1,,,2000,,3,,21,,Historical Observations,,2000,,5,,18,,1.22,-77.37
300060,Mutnovsky,18972,Confirmed Eruption,North crater,2,,,2000,,3,,17,,Historical Observations,,2000,,3,,17,,52.449,158.196
300250,Bezymianny,19376,Confirmed Eruption,,2,,,2000,,3,,14,,Historical Observations,,2000,,3,,26,1,55.972,160.595
261140,Marapi,15477,Confirmed Eruption,,2,,,2000,,3,,11,,Historical Observations,,2000,,4,>,3,,-0.381,100.473
234010,Heard,14409,Confirmed Eruption,Mawson Peak and upper south flank,2,,,2000,,3,?,7,,Historical Observations,,2001,,2,,16,15,-53.106,73.513
241040,White Island,14494,Confirmed Eruption,MH vent,3,?,,2000,,3,,7,,Historical Observations,,2000,,9,,5,4,-37.52,177.18
255020,Bagana,15139,Confirmed Eruption,,2,,<,2000,,2,,28,,Historical Observations,>,2017,,8,,1,,-6.137,155.196
372070,Hekla,12754,Confirmed Eruption,SW flank,3,,,2000,,2,,26,,Historical Observations,,2000,,3,,8,,63.983,-19.666
282030,Suwanosejima,16945,Confirmed Eruption,O-take,2,?,,2000,,2,,24,4,Historical Observations,,2000,,2,,24,4,29.638,129.714
233020,"Fournaise, Piton de la",14378,Confirmed Eruption,North flank of Dolomieu (2490-2250 m),1,,,2000,,2,,14,,Historical Observations,,2000,,3,,4,,-21.244,55.708
300260,Klyuchevskoy,19477,Confirmed Eruption,,2,,,2000,,2,,3,,Historical Observations,,2000,,2,?,8,,56.056,160.642
223020,Nyamuragira,14080,Confirmed Eruption,SE flank (Ngerageze),2,?,,2000,,1,,27,,Historical Observations,,2000,,2,>,10,,-1.408,29.2
282060,Kikai,16999,Confirmed Eruption,Iwo-dake,2,?,,2000,,1,,16,15,Historical Observations,,2000,,3,,16,15,30.789,130.308
344120,Concepcion,11072,Confirmed Eruption,,1,,,1999,,12,,27,,Historical Observations,,1999,,12,?,29,,11.538,-85.622
344100,Masaya,11036,Confirmed Eruption,Santiago,1,,,1999,,11,,22,,Historical Observations,,2000,,3,?,2,,11.984,-86.161
255060,Kavachi,15178,Confirmed Eruption,,1,,,1999,,11,?,16,15,Historical Observations,,2003,,8,,16,15,-8.991,157.979
252120,Ulawun,15062,Confirmed Eruption,,1,,,1999,,10,,20,,Historical Observations,,1999,,10,,20,,-5.05,151.33
290100,Moyorodake [Medvezhia],18765,Confirmed Eruption,Kudriavy,1,,,1999,,10,,7,,Historical Observations,,1999,,10,,13,,45.389,148.838
352080,Tungurahua,11643,Confirmed Eruption,,3,,,1999,,10,,5,,Historical Observations,,2009,,7,,8,7,-1.467,-78.442
284120,Ioto,18420,Confirmed Eruption,Asodai area,1,,,1999,,9,,10,,Historical Observations,,1999,,9,,10,,24.751,141.289
300270,Sheveluch,19594,Confirmed Eruption,,4,?,,1999,,8,,15,,Historical Observations,>,2017,,8,,4,,56.653,161.36
344070,"Negro, Cerro",10970,Confirmed Eruption,South flank (near Cristo Rey crater),2,,,1999,,8,,5,,Historical Observations,,1999,,8,,7,,12.506,-86.702
263340,Raung,16156,Confirmed Eruption,,2,,,1999,,7,,30,,Historical Observations,,,,,,,,-8.119,114.056
233020,"Fournaise, Piton de la",14377,Confirmed Eruption,"Dolomieu, E (2500-2100) &S flanks (1900 m)",1,,,1999,,7,,19,,Historical Observations,,1999,,10,,23,,-21.244,55.708
263350,Ijen,16175,Confirmed Eruption,Kawah Ijen,1,?,,1999,,6,,28,,Historical Observations,,1999,,6,,28,,-8.058,114.242
273030,Mayon,16808,Confirmed Eruption,,3,,,1999,,6,,22,,Historical Observations,,2000,,3,,19,,13.257,123.685
282030,Suwanosejima,16944,Confirmed Eruption,O-take,1,?,,1999,,6,,15,5,Historical Observations,,1999,,6,,30,4,29.638,129.714
242050,Monowai,14717,Confirmed Eruption,,0,,,1999,,6,,6,,Hydrophonic,,1999,,6,,11,,-25.887,-177.188
264250,Iliwerung,16350,Confirmed Eruption,Hobal (submarine vent on SE flank),0,,,1999,,5,,22,,Historical Observations,,1999,,9,>,16,15,-8.53,123.57
342090,Fuego,10732,Confirmed Eruption,,2,,,1999,,5,,21,,Historical Observations,,2000,,12,>,9,,14.473,-90.88
344040,Telica,10934,Confirmed Eruption,,2,,,1999,,5,,21,,Historical Observations,,2000,,9,,6,,12.606,-86.84
256010,Tinakula,15205,Confirmed Eruption,,1,?,,1999,,5,,16,15,Historical Observations,,,,,,,,-10.38,165.8
315020,Wrangell,20419,Confirmed Eruption,,1,,,1999,,5,,14,,Historical Observations,,1999,,5,,14,,62.006,-144.017
263180,Slamet,15763,Confirmed Eruption,,1,,,1999,,5,?,1,,Historical Observations,,1999,,9,?,16,15,-7.242,109.208
344020,San Cristobal,10887,Confirmed Eruption,,2,,,1999,,5,,1,180,Historical Observations,,2000,,6,,16,15,12.702,-87.004
261140,Marapi,15476,Confirmed Eruption,,2,,,1999,,4,<,16,15,Historical Observations,,1999,,9,>,16,15,-0.381,100.473
377020,East Gakkel Ridge at 85°E,12976,Confirmed Eruption,East Gakkel Ridge,2,,,1999,,4,?,5,,Seismicity,,1999,,4,?,15,,85.608,85.25
300270,Sheveluch,19588,Confirmed Eruption,,2,,,1999,,4,,3,,Historical Observations,,1999,,4,,12,,56.653,161.36
264180,Lewotobi,16299,Confirmed Eruption,Lewotobi Lakilaki,2,,,1999,,3,,31,,Historical Observations,,1999,,7,?,1,,-8.542,122.775
224010,Cameroon,14134,Confirmed Eruption,South flank (2650 and 1500 m),2,,,1999,,3,,28,,Historical Observations,,1999,,4,,17,,4.203,9.17
261170,Kerinci,15527,Confirmed Eruption,,2,,,1999,,3,<,16,15,Historical Observations,,1999,,9,>,16,15,-1.697,101.264
267020,Karangetang,16539,Confirmed Eruption,,3,?,,1999,,3,<,16,15,Historical Observations,,2003,,10,,28,,2.781,125.407
264010,Batur,16206,Confirmed Eruption,,1,,,1999,,3,,15,,Historical Observations,,2000,,6,?,16,15,-8.242,115.375
311360,Shishaldin,20097,Confirmed Eruption,,3,,,1999,,3,,13,,Historical Observations,,1999,,5,,27,,54.756,-163.97
261030,Peuet Sague,15394,Confirmed Eruption,,1,,,1999,,3,?,9,,Historical Observations,,1999,,4,,30,3,4.914,96.329
300250,Bezymianny,19375,Confirmed Eruption,,2,,,1999,,2,,25,,Historical Observations,,1999,,2,,25,,55.972,160.595
255060,Kavachi,15176,Confirmed Eruption,,1,,,1999,,2,,16,15,Historical Observations,,1999,,5,,16,15,-8.991,157.979
262000,Krakatau,15623,Confirmed Eruption,Anak Krakatau,2,,,1999,,2,,5,,Historical Observations,,1999,,8,>,16,15,-6.102,105.423
300260,Klyuchevskoy,19476,Confirmed Eruption,,2,,,1999,,2,,5,,Historical Observations,,1999,,7,,12,,56.056,160.642
257060,Epi,15330,Confirmed Eruption,,1,?,?,1999,,2,,1,30,Historical Observations,,,,,,,,-16.68,168.37
243030,Unnamed,14729,Confirmed Eruption,,1,,,1999,,1,<,8,,Historical Observations,,1999,,1,?,14,,-20.852,-175.55
282030,Suwanosejima,16943,Confirmed Eruption,O-take,1,?,,1999,,1,,5,5,Historical Observations,,1999,,2,,24,4,29.638,129.714
268030,Ibu,16579,Confirmed Eruption,,2,,,1998,,12,,18,,Historical Observations,,1999,,9,>,16,15,1.488,127.63
373010,Grimsvotn,12841,Confirmed Eruption,South caldera wall,3,,,1998,,12,,18,,Historical Observations,,1998,,12,,28,,64.416,-17.316
382050,Terceira,19963,Confirmed Eruption,Serreta Ridge (submarine vent W of Terceira),0,,,1998,,11,?,25,,Historical Observations,,2000,,3,?,16,15,38.73,-27.32
357040,Planchon-Peteroa,11946,Confirmed Eruption,,1,,,1998,,11,,18,,Historical Observations,,1998,,11,,21,,-35.223,-70.568
357110,Llaima,12073,Confirmed Eruption,,2,,,1998,,11,,10,3,Historical Observations,,,,,,,,-38.692,-71.729
285070,Akan,18703,Confirmed Eruption,Me-Akan (Ponmachineshiri),1,,,1998,,11,,9,,Historical Observations,,1998,,11,,9,,43.384,144.013
311360,Shishaldin,20096,Confirmed Eruption,,1,,,1998,,11,,4,,Historical Observations,,1998,,11,,4,,54.756,-163.97
261170,Kerinci,15526,Confirmed Eruption,,2,?,,1998,,11,,3,,Historical Observations,,,,,,,,-1.697,101.264
285020,Hokkaido-Komagatake,18581,Confirmed Eruption,1996 crater,2,,,1998,,10,,25,,Historical Observations,,1998,,10,,25,,42.063,140.677
223020,Nyamuragira,14079,Confirmed Eruption,,2,?,,1998,,10,,17,,Historical Observations,,1998,,10,>,25,,-1.408,29.2
353060,"Azul, Cerro",11729,Confirmed Eruption,"N & W caldera floor, SE flank (630-680 m)",1,,,1998,,9,,15,,Historical Observations,,1998,,10,,21,,-0.92,-91.408
344100,Masaya,11035,Confirmed Eruption,Santiago,1,,,1998,,9,,14,,Historical Observations,,1998,,9,,14,,11.984,-86.161
241040,White Island,14493,Confirmed Eruption,NW corner of 1978/90 crater complex,2,,,1998,,8,,22,,Historical Observations,,1999,,8,,16,15,-37.52,177.18
312110,Chiginagak,20199,Confirmed Eruption,,1,,,1998,,8,,13,,Historical Observations,,1998,,8,?,13,,57.135,-156.99
352020,Guagua Pichincha,11496,Confirmed Eruption,West and SE of 1981 crater,3,,,1998,,8,,7,,Historical Observations,,2001,,5,,25,,-0.171,-78.598
300260,Klyuchevskoy,19475,Confirmed Eruption,,2,,,1998,,7,,23,,Historical Observations,,1998,,9,?,2,,56.056,160.642
257050,Lopevi,15316,Confirmed Eruption,1963 crater (NW flank 1000 m),3,,,1998,,7,,16,15,Historical Observations,,2000,,4,?,25,,-16.507,168.346
267020,Karangetang,16538,Confirmed Eruption,,1,,,1998,,7,,5,4,Historical Observations,,,,,,,,2.781,125.407
261170,Kerinci,15525,Confirmed Eruption,,2,,,1998,,7,,4,,Historical Observations,,1998,,7,,4,,-1.697,101.264
264010,Batur,16205,Confirmed Eruption,,1,,,1998,,7,,4,3,Historical Observations,,,,,,,,-8.242,115.375
300250,Bezymianny,19374,Confirmed Eruption,,0,,,1998,,6,?,20,,Historical Observations,,1998,,6,?,22,,55.972,160.595
300270,Sheveluch,19587,Confirmed Eruption,,3,,,1998,,5,,30,,Historical Observations,,1998,,9,,3,,56.653,161.36
311161,Korovin,19764,Confirmed Eruption,,3,,,1998,,5,,8,1,Historical Observations,,1998,,7,?,8,,52.381,-174.166
282060,Kikai,16998,Confirmed Eruption,Iwo-dake,2,,,1998,,4,,25,,Historical Observations,,1999,,8,,16,15,30.789,130.308
261030,Peuet Sague,15393,Confirmed Eruption,,1,,,1998,,4,,19,,Historical Observations,,1998,,4,?,26,,4.914,96.329
357110,Llaima,12072,Confirmed Eruption,,2,?,,1998,,4,,3,,Historical Observations,,1998,,4,?,23,,-38.692,-71.729
283090,Niigata-Yakeyama,17551,Confirmed Eruption,Upper east flank,1,,,1998,,3,,30,,Historical Observations,,,,,,,,36.921,138.036
241040,White Island,14492,Confirmed Eruption,,1,,,1998,,3,,28,,Historical Observations,,1998,,3,,29,,-37.52,177.18
233020,"Fournaise, Piton de la",14376,Confirmed Eruption,"N and WSW of Dolomieu, outer N flank",1,,,1998,,3,,9,,Historical Observations,,1998,,9,?,20,,-21.244,55.708
357120,Villarrica,12179,Confirmed Eruption,,1,,,1998,,2,,24,4,Historical Observations,,2002,,6,?,16,15,-39.42,-71.93
345020,Rincon de la Vieja,11106,Confirmed Eruption,,2,,,1998,,2,,15,,Historical Observations,,1998,,9,,16,15,10.83,-85.324
331021,Axial Seamount,20713,Confirmed Eruption,South end of Axial caldera,0,,,1998,,1,,25,,Historical Observations,,1998,,2,?,5,,45.95,-130
343100,San Miguel,10865,Confirmed Eruption,,1,,,1997,,12,,31,,Historical Observations,,,,,,,,13.434,-88.269
242050,Monowai,14716,Confirmed Eruption,,0,,,1997,,12,,15,,Hydrophonic,,1998,,2,?,4,,-25.887,-177.188
300250,Bezymianny,19373,Confirmed Eruption,,3,,,1997,,12,,5,,Historical Observations,,1997,,12,,6,,55.972,160.595
341040,Colima,10475,Confirmed Eruption,1994 crater,3,,,1997,,11,,22,,Historical Observations,,2011,,6,,21,,19.514,-103.62
283090,Niigata-Yakeyama,17550,Confirmed Eruption,Upper east flank,1,,,1997,,10,,29,,Historical Observations,,1997,,12,,10,,36.921,138.036
241100,Ruapehu,14667,Confirmed Eruption,,1,,,1997,,10,,9,,Historical Observations,,1997,,10,,18,,-39.28,175.57
300260,Klyuchevskoy,19474,Confirmed Eruption,,1,,,1997,,9,,7,,Historical Observations,,1997,,9,,26,,56.056,160.642
283260,Akita-Yakeyama,18090,Confirmed Eruption,Kare-numa,1,,,1997,,8,,16,,Historical Observations,,1997,,8,,16,,39.964,140.757
360101,"Watt, Morne",12374,Confirmed Eruption,NE of Watt Mtn (Valley of Desolation),1,,,1997,,7,,15,,Historical Observations,,1997,,7,,15,,15.307,-61.305
282060,Kikai,16997,Confirmed Eruption,Iwo-dake,1,?,,1997,,7,,2,182,Historical Observations,,,,,,,,30.789,130.308
264050,Sangeang Api,16252,Confirmed Eruption,,2,?,,1997,,7,,2,182,Historical Observations,,1999,,7,,2,182,-8.2,119.07
344100,Masaya,11034,Confirmed Eruption,Santiago,1,,,1997,,6,?,3,,Historical Observations,,1997,,11,,17,,11.984,-86.161
311360,Shishaldin,20095,Confirmed Eruption,,1,,,1997,,6,,2,,Historical Observations,,1997,,6,,2,,54.756,-163.97
344020,San Cristobal,10886,Confirmed Eruption,,1,,,1997,,5,?,19,,Historical Observations,,1997,,7,>,7,,12.702,-87.004
390090,Saunders,13203,Confirmed Eruption,,0,,,1997,,5,?,16,15,Historical Observations,,1998,,2,>,16,15,-57.8,-26.483
283260,Akita-Yakeyama,18089,Confirmed Eruption,NE flank (Sumikawa-Onsen),1,,,1997,,5,,11,,Historical Observations,,1997,,5,,11,,39.964,140.757
300250,Bezymianny,19372,Confirmed Eruption,,3,,,1997,,5,,8,,Historical Observations,,1997,,5,?,16,,55.972,160.595
311240,Cleveland,19815,Confirmed Eruption,,2,?,,1997,,5,,5,,Historical Observations,,1997,,5,,5,,52.825,-169.944
242050,Monowai,14715,Confirmed Eruption,,0,,,1997,,4,,18,,Hydrophonic,,1997,,4,,21,,-25.887,-177.188
263340,Raung,16155,Confirmed Eruption,,2,,,1997,,4,<,16,15,Historical Observations,,,,,,,,-8.119,114.056
262000,Krakatau,15622,Confirmed Eruption,Anak Krakatau,2,,,1997,,3,<,16,15,Historical Observations,,1997,,5,>,16,15,-6.102,105.423
352020,Guagua Pichincha,11495,Confirmed Eruption,1981 crater,1,,,1997,,3,,16,15,Historical Observations,,1997,,10,,18,,-0.171,-78.598
357110,Llaima,12071,Confirmed Eruption,,1,,,1997,,3,?,16,15,Historical Observations,,1997,,10,?,16,15,-38.692,-71.729
300270,Sheveluch,19586,Confirmed Eruption,,2,,,1997,,3,,8,,Historical Observations,,1997,,4,,4,,56.653,161.36
311190,Amukta,19790,Confirmed Eruption,,1,,,1997,,3,,3,,Historical Observations,,,,,,,,52.5,-171.252
311290,Okmok,19851,Confirmed Eruption,SW part of caldera (Cone A),3,,,1997,,2,,11,,Historical Observations,,1997,,5,,19,4,53.43,-168.13
255060,Kavachi,15174,Confirmed Eruption,,1,,,1997,,1,,16,,Historical Observations,,1997,,1,>,17,,-8.991,157.979
263200,Dieng Volcanic Complex,15790,Confirmed Eruption,Near Padangsari crater,1,,,1996,,12,,31,,Historical Observations,,1996,,12,,31,,-7.2,109.879
282030,Suwanosejima,16942,Confirmed Eruption,O-take,1,,,1996,,12,,26,,Historical Observations,,1997,,4,,17,,29.638,129.714
234011,McDonald Islands,14396,Confirmed Eruption,Northern part of McDonald Island,1,?,,1996,,12,,16,15,Historical Observations,,1997,,2,,10,30,-53.03,72.6
344100,Masaya,11033,Confirmed Eruption,Santiago,1,,,1996,,12,,5,,Historical Observations,,1996,,12,,5,,11.984,-86.161
290390,Alaid,18891,Confirmed Eruption,,2,,,1996,,12,,3,,Historical Observations,,,,,,,,50.861,155.565
223020,Nyamuragira,14078,Confirmed Eruption,,3,,,1996,,12,,1,,Historical Observations,,1996,,12,>,5,,-1.408,29.2
285070,Akan,18702,Confirmed Eruption,Me-Akan (Ponmachineshiri crater no. 4),1,,,1996,,11,,21,,Historical Observations,,1996,,11,,21,,43.384,144.013
300260,Klyuchevskoy,19473,Confirmed Eruption,,2,,,1996,,11,,14,,Historical Observations,,1997,,3,,20,12,56.056,160.642
355100,Lascar,11872,Confirmed Eruption,,2,,,1996,,10,,18,,Historical Observations,,1996,,10,,18,,-23.37,-67.73
390090,Saunders,13216,Confirmed Eruption,,0,,,1996,,10,,16,15,Historical Observations,,,,,,,,-57.8,-26.483
267020,Karangetang,16537,Confirmed Eruption,,1,,,1996,,10,<,1,,Historical Observations,,1997,,6,>,16,15,2.781,125.407
373010,Grimsvotn,12840,Confirmed Eruption,Gjálp (fissure N of caldera rim),3,?,,1996,,9,,30,,Historical Observations,,1996,,11,,6,,64.416,-17.316
242050,Monowai,14714,Confirmed Eruption,,0,,,1996,,9,,20,,Hydrophonic,,1996,,9,,22,,-25.887,-177.188
311190,Amukta,19789,Confirmed Eruption,,1,,,1996,,9,,17,,Historical Observations,,1996,,9,,18,,52.5,-171.252
357120,Villarrica,12178,Confirmed Eruption,,1,,,1996,,9,,14,,Historical Observations,,1997,,8,,16,15,-39.42,-71.93
312030,Pavlof,20151,Confirmed Eruption,,2,,,1996,,9,,11,,Historical Observations,,1997,,1,?,3,,55.417,-161.894
283170,Adatarayama,17913,Confirmed Eruption,Numanotaira,1,,,1996,,9,,1,,Historical Observations,,1996,,9,,1,,37.647,140.281
261170,Kerinci,15522,Confirmed Eruption,,1,,,1996,,8,,16,15,Historical Observations,,1996,,10,?,16,15,-1.697,101.264
272020,Kanlaon,16746,Confirmed Eruption,,2,,,1996,,8,,10,,Historical Observations,,1996,,8,,10,,10.412,123.132
300250,Bezymianny,19371,Confirmed Eruption,,0,,,1996,,7,?,23,,Historical Observations,,1996,,9,,1,,55.972,160.595
262000,Krakatau,15619,Confirmed Eruption,Anak Krakatau,2,,,1996,,7,<,16,15,Historical Observations,,1996,,10,>,16,15,-6.102,105.423
268060,Gamalama,16674,Confirmed Eruption,,2,?,,1996,,7,,2,182,Historical Observations,,,,,,,,0.8,127.33
334070,Galapagos Rift,10348,Confirmed Eruption,,0,,,1996,6,7,,2,182,Historical Observations,,,,,,,,0.792,-86.15
284170,Pagan,18521,Confirmed Eruption,North Pagan,1,,,1996,,7,,2,182,Historical Observations,,,,,,,,18.13,145.8
241100,Ruapehu,14666,Confirmed Eruption,,3,,,1996,,6,,16,,Historical Observations,,1996,,9,,1,,-39.28,175.57
257040,Ambrym,15295,Confirmed Eruption,"Benbow, Marum, Niri Mbelesu, Mbwelesu",1,,,1996,,6,<,16,15,Historical Observations,,2005,,8,>,16,15,-16.25,168.12
345040,Poas,11188,Confirmed Eruption,,1,,,1996,,4,,8,,Historical Observations,,1996,,4,,8,,10.2,-84.233
341090,Popocatepetl,10551,Confirmed Eruption,,3,,,1996,,3,,5,,Historical Observations,,2003,,11,?,22,,19.023,-98.622
285020,Hokkaido-Komagatake,18580,Confirmed Eruption,1929 crater and summit crater fissure,1,,,1996,,3,,5,,Historical Observations,,1996,,3,?,12,,42.063,140.677
331031,North Gorda Ridge Segment,20722,Confirmed Eruption,Near center of North Gorda Ridge segment,0,,,1996,,2,?,28,,Historical Observations,,1996,,3,?,15,,42.67,-126.78
332000,Loihi,20732,Confirmed Eruption,,0,,,1996,,2,,25,30,Historical Observations,,1996,,8,?,9,,18.92,-155.27
258001,Eastern Gemini Seamount,15356,Confirmed Eruption,,1,,,1996,,2,,18,,Historical Observations,,1996,,2,>,22,,-20.98,170.28
282100,Unzendake,17182,Confirmed Eruption,Fugen-dake,2,,,1996,,2,,10,,Historical Observations,,1996,,5,,1,,32.761,130.299
357120,Villarrica,12174,Confirmed Eruption,,1,,,1996,,1,,16,15,Historical Observations,,,,,,,,-39.42,-71.93
300130,Karymsky,19186,Confirmed Eruption,New summit crater SW of 1970-82 crater,3,,,1996,,1,,2,,Historical Observations,,2000,,12,?,20,,54.049,159.443
300125,Akademia Nauk,19125,Confirmed Eruption,North margin of Karymsky Lake,3,,,1996,,1,,2,,Historical Observations,,1996,,1,,3,,53.98,159.45
311360,Shishaldin,20094,Confirmed Eruption,,3,,,1995,,12,,23,,Historical Observations,,1996,,5,<,16,,54.756,-163.97
234000,Boomerang Seamount,14393,Confirmed Eruption,,0,,,1995,,12,,1,30,Uranium-series,,,,,,,,-37.721,77.825
252140,Rabaul,15097,Confirmed Eruption,Tavurvur,2,,,1995,,11,,28,,Historical Observations,,2001,,9,,5,4,-4.271,152.203
242050,Monowai,14713,Confirmed Eruption,,0,,,1995,,11,,27,,Hydrophonic,,1995,,11,,30,,-25.887,-177.188
312070,Veniaminof,20172,Confirmed Eruption,Western intracaldera cone,1,,,1995,,11,,15,,Historical Observations,,1995,,11,?,30,,56.17,-159.38
267020,Karangetang,16536,Confirmed Eruption,,1,,,1995,,11,,9,,Historical Observations,,1995,,12,,17,,2.781,125.407
345020,Rincon de la Vieja,11105,Confirmed Eruption,,2,,,1995,,11,,6,,Historical Observations,,1995,,11,,13,,10.83,-85.324
357110,Llaima,12070,Confirmed Eruption,,2,?,,1995,,10,,13,,Historical Observations,,1995,,10,>,22,,-38.692,-71.729
284202,Ruby,18534,Confirmed Eruption,,0,,,1995,,10,?,11,,Historical Observations,,1995,,10,,25,,15.62,145.57
282120,Kujusan,17365,Confirmed Eruption,Hosho lava dome (east flank),1,,,1995,,10,,11,,Historical Observations,,1996,,3,,24,,33.086,131.249
